trajectory_id,source_trajectory_id,num_keyframes,duration_sec,start_raw_score,end_raw_score,score_gain,start_node_id,endpoint_node_id,path_xyz_length,net_xyz_distance,bbox_diag,max_xyz_step,mean_xyz_step,total_yaw_change,max_yaw_step,total_pitch_change,max_pitch_step,max_abs_score_step,physical_path_signature
scene_1_1_low_to_high_00035,scene_1_1_traj_00035,80,15.8,3.372422,7.127104,3.754682,scene_1|scene_1.1_y01_medium_dense_y01_0p60|231|11,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,31.060567,31.060567,,0.393173,0.393172,15.0,0.189874,45.0,0.569621,0.14724,de9715ec57180feb91151e56463f6ef241cb8b2a
scene_1_1_low_to_high_00036,scene_1_1_traj_00036,80,15.8,2.809822,7.127104,4.317282,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2024|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.174397,47.174397,,0.597145,0.597144,135.0,1.708861,90.0,1.139241,0.169302,a1e34c3bc11d9c02993692f6bae1733d36fe84ac
scene_1_1_low_to_high_00037,scene_1_1_traj_00037,80,15.8,3.240578,7.127104,3.886526,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7105|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.621199,46.621199,,0.590143,0.590142,135.0,1.708861,90.0,1.139241,0.15241,a3bd325efad2b67ccfe579e850fdf0023019277c
scene_1_1_low_to_high_00038,scene_1_1_traj_00038,80,15.8,4.001344,7.127104,3.12576,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4788|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.56982,46.56982,,0.589492,0.589491,165.0,2.088608,45.0,0.569621,0.122577,3132f01078198fa6330207b95cb1f1745837d882
scene_1_1_low_to_high_00039,scene_1_1_traj_00039,80,15.8,4.633204,7.127104,2.4939,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8072|52,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,36.490536,36.490536,,0.461906,0.461906,165.0,2.088608,45.0,0.569621,0.097798,3b4d7831fa2699d47e002a771186c592d37640ea
scene_1_1_low_to_high_00040,scene_1_1_traj_00040,80,15.8,4.249094,7.127104,2.87801,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8489|71,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.96201,46.96201,,0.594457,0.594456,105.0,1.329114,45.0,0.569621,0.112861,daeaa56eb1ec07a4a674275b057dcd129fa02e88
scene_1_1_low_to_high_00041,scene_1_1_traj_00041,80,15.8,4.480968,7.127104,2.646136,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3397|50,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.704502,46.704502,,0.591197,0.591196,135.0,1.708861,45.0,0.569621,0.103768,11e4e4e6d8451c536e18b7d312909032da107f79
scene_1_1_low_to_high_00042,scene_1_1_traj_00042,80,15.8,3.382613,7.127104,3.744491,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3868|71,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.893811,46.893811,,0.593593,0.593593,45.0,0.569621,45.0,0.569621,0.14684,5eaa451d8b4df632dd4a5f059b393e013e7602ba
scene_1_1_low_to_high_00043,scene_1_1_traj_00043,80,15.8,3.326153,7.127104,3.800951,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6634|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.174665,47.174665,,0.597149,0.597148,45.0,0.569621,45.0,0.569621,0.149054,3806101e03e424f3fa2b9787e882c33fd2108707
scene_1_1_low_to_high_00044,scene_1_1_traj_00044,80,15.8,5.641553,7.127104,1.485551,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4319|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.157567,47.157567,,0.596932,0.596931,135.0,1.708861,0.0,0.0,0.058256,c6ef9870f9ccec27767d6fb89a6940e65fa3e922
