trajectory_id,overlap_group_id,overlap_group_index,overlap_group_member_index,keyframe_count,duration_sec,start_score,end_score,score_gain,score_change,score_drop,min_real_score_step,max_real_score_step,route_objective,path_xyz_length,net_xyz_distance,path_to_net_ratio,target_distance_increase_step_count,target_distance_total_increase,planning_target_distance_total_increase,near_revisit_pair_count,minimum_nonadjacent_distance,maximum_pairwise_route_overlap_fraction,nearest_selected_start_distance,total_yaw_change,total_pitch_change,max_control_turn_deg,physical_geometry_signature,real_node_path_signature
scene_1_1_true_gain2_no_backtrack_balanced_00001,,,,7,14.80229,5.107841,7.127104,2.019264,2.019264,,0.112292,0.398964,35.164536,32.565038,31.364747,1.038269,0,0.0,0.0,0,10.345,,,180.0,20.0,36.050419,fc72fb1a33656d0da5c5c3f9c6bf65a0ce8b28aa,f821868b8d5d081cb63745d3bf8cb0d30f374b8d
scene_1_1_true_gain2_no_backtrack_balanced_00002,,,,8,15.161726,4.376335,7.127104,2.75077,2.75077,,0.307844,0.449242,37.273253,33.355796,31.262541,1.066957,0,0.0,0.0,0,5.323754,,,165.0,45.0,97.055393,ff0a6d5e2bb647bba836523c7287aa8474ef3314,7445bdb1489d192cd45029533ae61b3311ca0215
scene_1_1_true_gain2_no_backtrack_balanced_00003,,,,9,17.249968,4.728579,7.127104,2.398526,2.398526,,0.078369,0.449242,40.431664,37.949931,36.229417,1.047489,0,0.0,0.0,0,5.1725,,,90.0,0.0,97.259537,86e972f3581939836330ef714d8326e6810c8579,3193f48cadb28f5ce5dd0ce5f79aca004209ed2a
scene_1_1_true_gain2_no_backtrack_balanced_00004,,,,8,10.915413,4.791137,7.127104,2.335967,2.335967,,0.171745,0.449242,28.066476,23.911214,21.181412,1.128877,0,0.0,0.0,0,2.613462,,,135.0,0.0,96.23172,6a7b8c31f780fb86379d07b8bd7ce47885abcff7,ca4722f258156b04b28bd02863bdabdfa9e3d95e
scene_1_1_true_gain2_no_backtrack_balanced_00005,,,,7,13.082619,5.013915,7.127104,2.113189,2.113189,,0.216386,0.44496,31.85736,28.781762,26.165952,1.09997,0,0.0,0.0,0,5.646783,,,105.0,45.0,90.0,6be86e0b6d1d05121a4db513de70157fdcd77fda,95572fec07193e78223f4417144645fbca8b6833
scene_1_1_true_gain2_no_backtrack_balanced_00006,,,,8,11.027707,4.788507,7.127104,2.338597,2.338597,,0.237509,0.449242,29.148272,24.260956,20.69,1.172593,1,0.038941,0.038941,0,2.613462,,,105.0,45.0,96.23172,b3a4adb59720310c397b04cbfa006a860ebdd6d6,946944f57fa374c6891944bb3a291445af3ca6a3
scene_1_1_true_gain2_no_backtrack_balanced_00007,,,,10,10.44148,4.457237,7.127104,2.669867,2.669867,,0.16562,0.449242,28.467723,22.868562,15.722395,1.454521,2,0.295749,0.295749,0,1.59682,,,135.0,0.0,96.23172,aa075d3f18adc00c1fd6917c6e963b8448745e47,14b4cb93b27f0ca585a162c8970382cdd2aeb51a
scene_1_1_true_gain2_no_backtrack_balanced_00008,,,,7,12.03408,4.957609,7.127104,2.169495,2.169495,,0.182924,0.444459,29.265077,25.259976,21.068085,1.198969,0,0.0,0.0,0,3.153523,,,180.0,0.0,90.0,517681ec98467249623c189aaa859fa6163fff73,9b9b25813b80cfbcdc476bbdc7fec273edcb3262
scene_1_1_true_gain2_no_backtrack_balanced_00009,,,,8,15.097547,4.79701,7.127104,2.330094,2.330094,,0.078369,0.449242,36.607598,33.214604,31.960284,1.039246,0,0.0,0.0,0,5.1725,,,135.0,45.0,97.259537,3f1b062497b97358a5ba16286563c79f619e6de1,a3db04a321937d46f35e332d3ba26a697c312bb0
scene_1_1_true_gain2_no_backtrack_balanced_00010,,,,8,9.237679,4.664342,7.127104,2.462762,2.462762,,0.171745,0.449242,25.637418,20.220199,15.681971,1.289391,0,0.0,0.0,0,1.59682,,,105.0,45.0,96.23172,89643ca1f9ea136fcb184e615f2df0d20d5b6c58,8d73f9409172bbe6684cdd6311dd5cafe3598b57
scene_1_1_true_gain2_no_backtrack_balanced_00011,,,,10,12.181586,3.994919,7.127104,3.132185,3.132185,,0.098701,0.449242,30.23901,22.691989,16.017354,1.416713,1,0.050425,0.050425,0,1.716606,,,255.0,45.0,99.570974,23737a1f7173b8333753a4873d2db175be55ba59,8099b9ece4d2a2eb86445e401c869b4310e6efde
scene_1_1_true_gain2_no_backtrack_balanced_00012,,,,8,12.103437,4.585642,7.127104,2.541462,2.541462,,0.287479,0.449242,30.472251,26.035061,22.053675,1.180532,0,0.0,0.0,0,2.613462,,,102.0,45.0,96.23172,05b1051d8f986f8f4bd0a8dfa5fa878dd250aa5e,0bfa7769dc79571a3aaee331bf2d1f27af74d1be
scene_1_1_true_gain2_no_backtrack_balanced_00013,,,,7,8.063628,4.913865,7.127104,2.213239,2.213239,,0.195612,0.449242,20.040829,15.932482,11.081839,1.437711,1,0.071871,0.071871,0,2.265261,,,135.0,0.0,97.259537,5654276d4d752d72912e152a4985d3644062b353,188170067dba8e173b690da74b1430031eaddbcd
scene_1_1_true_gain2_no_backtrack_balanced_00014,,,,7,10.289976,5.048776,7.127104,2.078328,2.078328,,0.263701,0.449242,25.467702,22.637948,20.928947,1.081657,0,0.0,0.0,0,1.716606,,,90.0,0.0,99.570974,556fca26e453118ec25940ef56a5cd5f30cc35b7,3bf29833b8ab30be984aa09a16d929ac3adc3aa3
scene_1_1_true_gain2_no_backtrack_balanced_00015,,,,7,12.086611,4.696789,7.127104,2.430315,2.430315,,0.326511,0.445347,29.170979,26.386383,22.053675,1.196462,0,0.0,0.0,0,3.973427,,,45.0,45.0,73.530025,c17c303c498cbe325844096a7170bccd15a1ff37,9d0afeb1bd948d8ab1e803682d7d3b4d2468098b
scene_1_1_true_gain2_no_backtrack_balanced_00016,,,,8,15.460606,4.703299,7.127104,2.423806,2.423806,,0.078369,0.449242,37.811208,34.013333,31.569813,1.077401,0,0.0,0.0,0,5.1725,,,105.0,45.0,97.259537,5bae980d943e031b5da956c65c0973f65769ce82,9bfdafc5dbac3b635778ac4a28a417311d9e48a6
scene_1_1_true_gain2_no_backtrack_balanced_00017,,,,7,15.035277,4.926723,7.127104,2.200381,2.200381,,0.303791,0.410829,36.039012,33.07761,31.960679,1.034947,0,0.0,0.0,0,10.422664,,,165.0,45.0,19.998669,16e64d478a37555eb65c4e18f6b46d401ac00ef6,9bafa8a74e0a453f2240dde5ec27a6d04265260c
scene_1_1_true_gain2_no_backtrack_balanced_00018,,,,8,9.469695,4.803397,7.127104,2.323707,2.323707,,0.171745,0.449242,25.584588,20.730635,15.5175,1.335952,0,0.0,0.0,0,1.59682,,,135.0,0.0,96.23172,72e5f2a1c893069ccac964edee26d376994ec178,da03aea17f5b755628b0107e36509c2f965ec49b
scene_1_1_true_gain2_no_backtrack_balanced_00019,,,,8,9.143699,4.711377,7.127104,2.415728,2.415728,,0.171745,0.449242,24.554899,20.013443,16.56124,1.208451,0,0.0,0.0,0,1.59682,,,135.0,0.0,96.23172,5fd41df23aa930572b5f41db56e02f047f867cf2,7093a63e524a58c46d844ead0cd52aef9be2150f
scene_1_1_true_gain2_no_backtrack_balanced_00020,,,,9,17.42826,5.036192,7.127104,2.090912,2.090912,,0.055645,0.449242,41.13955,38.342172,36.667291,1.045678,0,0.0,0.0,0,5.1725,,,90.0,0.0,97.259537,983e8c1424f6908b999c08d9493cc5ff6bca4c7b,6635e4bbc64fbd532a42e8457078bc47a6509a04
scene_1_1_true_gain2_no_backtrack_balanced_00021,,,,7,10.124141,4.7403,7.127104,2.386804,2.386804,,0.289948,0.449228,25.750975,21.068109,17.294699,1.218183,1,0.137874,0.137874,0,2.270838,,,105.0,45.0,90.0,6fd080be0959b7ec7f806c278a23ffff1fe4254e,0d68260fb6e50100bfe0f7d8dacfa1a2435b44a2
scene_1_1_true_gain2_no_backtrack_balanced_00022,,,,9,9.5709,4.681036,7.127104,2.446068,2.446068,,0.078224,0.449242,25.324141,18.699222,12.795309,1.461412,1,0.247729,0.247729,0,1.716515,,,159.0,45.0,99.570974,77c0fbd9d27dfe374b659336f030351deffb70d4,ef1225aaad5d7b76f33b197f1848f6e4d8404540
scene_1_1_true_gain2_no_backtrack_balanced_00023,,,,10,13.338779,4.1532,7.127104,2.973904,2.973904,,0.171745,0.449242,34.512336,29.24262,25.930922,1.127712,0,0.0,0.0,0,1.59682,,,105.0,45.0,96.23172,f81d8bd1f4ecd36e1891a1a823e51e144abbe981,24cedc8f19d3319d5de83b0e08a0d39ae10b09cf
scene_1_1_true_gain2_no_backtrack_balanced_00024,,,,7,13.362749,4.997279,7.127104,2.129825,2.129825,,0.146891,0.444459,32.787321,29.398048,26.502378,1.109261,0,0.0,0.0,0,6.058008,,,105.0,45.0,82.393776,cf972ec767183c0281bb5afe333c8d84222f6400,bf45719406a80b68c66885fa129a55f381418963
scene_1_1_true_gain2_no_backtrack_balanced_00025,,,,7,12.829355,5.101426,7.127104,2.025678,2.025678,,0.157585,0.391247,31.259529,28.224582,25.961516,1.08717,0,0.0,0.0,0,3.1035,,,180.0,0.0,33.636337,a65639ad5687c977de7c961982dde4ec1d026854,29adb55984617e6ce00942fc7389a31f77c590e8
scene_1_1_true_gain2_no_backtrack_balanced_00026,,,,8,13.404901,4.794878,7.127104,2.332226,2.332226,,0.07509,0.449242,33.826501,28.285782,25.985954,1.088503,0,0.0,0.0,0,5.323754,,,195.0,45.0,97.055393,b7e02f1eb87f9078f06922439932b2e27a47d7ae,0763a763a3ec0ee37ae0d75cab2abc007110fdf3
scene_1_1_true_gain2_no_backtrack_balanced_00027,,,,9,17.346204,5.061071,7.127104,2.066033,2.066033,,0.078369,0.449242,40.681362,38.161648,36.295784,1.051407,0,0.0,0.0,0,5.1725,,,45.0,0.0,97.259537,0de1efc955d4f912dab72f4c8122f512452e2f96,709db2145c6b10a7683fbb9bc4bfefae36dd8cea
scene_1_1_true_gain2_no_backtrack_balanced_00028,,,,7,7.217655,5.121212,7.127104,2.005892,2.005892,,0.171745,0.449242,19.992466,15.776147,11.786148,1.338533,0,0.0,0.0,0,1.59682,,,135.0,0.0,96.23172,b27740a66cbf540d04c6407d0085bef921846dac,1220096483da5409a4de97b9886544826420e9e0
scene_1_1_true_gain2_no_backtrack_balanced_00029,,,,9,15.127198,4.346413,7.127104,2.780692,2.780692,,0.189678,0.449242,37.929894,33.279835,31.288326,1.06365,0,0.0,0.0,0,2.613462,,,135.0,45.0,96.23172,f8f2a1abbc2a2b6d2e683bd8d11ccddce24e7ffa,46fd6a592261106fb5d9daabe65be1dc7081af0b
scene_1_1_true_gain2_no_backtrack_balanced_00030,,,,7,11.18198,4.745886,7.127104,2.381218,2.381218,,0.326824,0.449242,28.371829,24.600357,22.162534,1.109997,0,0.0,0.0,0,2.613462,,,72.0,45.0,96.23172,6ae55c618eaf70baa48ca3c0a4c8d9324fb64138,5e7672838215da4f52ec4c1e8ed69aeddc9067c8
scene_1_1_true_gain2_no_backtrack_balanced_00031,,,,8,14.644403,5.095894,7.127104,2.03121,2.03121,,0.122502,0.449242,35.791933,32.217687,31.117561,1.035354,0,0.0,0.0,0,5.323754,,,225.0,0.0,97.055393,1286ab31240ed5ca14a0122ef36b12d819438f4b,46b652538322b224c66cd67d4dd697d5f9fad240
scene_1_1_true_gain2_no_backtrack_balanced_00032,,,,7,11.231309,4.790313,7.127104,2.336792,2.336792,,0.316751,0.444459,25.660714,21.416381,16.56124,1.293163,0,0.0,0.0,0,3.973427,,,105.0,45.0,90.0,fb0821cd0a846692c2858bf1b603e3da17f960d2,f29aeff11246fbf3527b7f8311c30705772db745
scene_1_1_true_gain2_no_backtrack_balanced_00033,,,,7,8.965375,4.98952,7.127104,2.137585,2.137585,,0.279555,0.4347,20.703839,17.303826,13.043037,1.326671,0,0.0,0.0,0,2.270838,,,90.0,0.0,90.0,d1bb473fe1b7b7c89a896a028cb7664dfeb68e9a,7c75cbeb9fdc6b0d83db2ab648b3aab374149cf2
scene_1_1_true_gain2_no_backtrack_balanced_00034,,,,7,11.973399,4.860933,7.127104,2.266171,2.266171,,0.285522,0.449848,29.331345,25.126479,21.067485,1.192666,0,0.0,0.0,0,5.646783,,,45.0,45.0,90.0,688ba63d60496b448385278a500a273fbf4d69aa,7fc755cf0fc051547ff745f2300416583f402167
scene_1_1_true_gain2_no_backtrack_balanced_00035,,,,7,12.845493,5.061837,7.127104,2.065268,2.065268,,0.111408,0.449242,31.239701,28.260084,26.054052,1.084671,0,0.0,0.0,0,2.613462,,,117.0,0.0,96.23172,5da868458c0ea9e527b3cf7c493ff65e305fafc5,fb10229db314f57c31378550c6531b1fa4fe0fbf
scene_1_1_true_gain2_no_backtrack_balanced_00036,,,,7,10.140848,4.961718,7.127104,2.165387,2.165387,,0.30408,0.449242,25.198207,22.309865,20.728941,1.076267,0,0.0,0.0,0,1.716606,,,90.0,0.0,99.570974,ccf594ccd05c941b0ba99b4ddce411aed8397efe,14530ff5e68e3bc5ec66eeea5e1ccba0867cbaf2
scene_1_1_true_gain2_no_backtrack_balanced_00037,,,,8,12.847112,4.703346,7.127104,2.423759,2.423759,,0.171745,0.449242,32.042536,28.160953,25.893175,1.087582,0,0.0,0.0,0,2.613462,,,135.0,0.0,96.23172,7b36da89691375d4206feb6c6a3f91bdc06703b8,93df3e6d5046ead7d8dca7e2c8af125a5767e5a0
scene_1_1_true_gain2_no_backtrack_balanced_00038,,,,7,10.623981,4.897505,7.127104,2.229599,2.229599,,0.309303,0.444459,25.709336,22.187759,16.018144,1.385164,0,0.0,0.0,0,3.765,,,180.0,0.0,90.0,3f5f2f1869da413bfcdc30e16385036fcb242b2d,f926c228411ce1c3fa33f7dbcbcf915dca5cae26
scene_1_1_true_gain2_no_backtrack_balanced_00039,,,,9,8.238328,4.790716,7.127104,2.336388,2.336388,,0.098701,0.449242,21.326363,16.909322,11.295802,1.496956,1,0.071871,0.071871,0,1.716606,,,135.0,0.0,99.570974,eefaacc4a3690d2591ddf842e33c3f0755bebd73,0b2518557a3062ec580d53920c862713acc1ecc9
scene_1_1_true_gain2_no_backtrack_balanced_00040,,,,7,10.378712,4.749101,7.127104,2.378004,2.378004,,0.364375,0.4347,26.878931,20.413167,15.569384,1.31111,0,0.0,0.0,0,2.270838,,,195.0,45.0,90.0,c7503167318f5473fd6b119c19e44934e84503fe,f614dd6066c13535568e8db814f66726402d48d9
scene_1_1_true_gain2_no_backtrack_balanced_00041,,,,9,11.351832,4.388553,7.127104,2.738552,2.738552,,0.171745,0.449242,30.360177,24.871336,21.029772,1.182673,0,0.0,0.0,0,1.59682,,,105.0,45.0,96.23172,76c267615679db8214cf4952bfe00dffc875e5c2,2b41089c3fbcb7b1e2cf192e54c190652f190eb5
scene_1_1_true_gain2_no_backtrack_balanced_00042,,,,8,11.018149,4.88765,7.127104,2.239454,2.239454,,0.153105,0.449242,26.728177,23.209315,21.181412,1.09574,0,0.0,0.0,0,1.716606,,,135.0,0.0,99.570974,6b4ba277e00854bf79cb189f01503ef2c003306d,d034dffdb9017e210ac5465cab9d3fd34f7e8962
scene_1_1_true_gain2_no_backtrack_balanced_00043,,,,8,17.519879,5.008178,7.127104,2.118926,2.118926,,0.201323,0.381795,40.620016,38.543734,36.229766,1.063869,0,0.0,0.0,0,10.345,,,90.0,0.0,56.049088,3d2cb2bf58b5bb62fa3fc11fea0c84d841353a2b,e6212c0a1531d475050a37b478c0e8ca7cbde861
scene_1_1_true_gain2_no_backtrack_balanced_00044,,,,7,11.546546,4.858386,7.127104,2.268718,2.268718,,0.237509,0.449242,29.619856,25.402402,21.59563,1.176275,0,0.0,0.0,0,2.613462,,,180.0,0.0,96.23172,7f0487f1111d7dc664b86413ea2d2920c138fffe,1cceb326d832caf8fd78a296c54d9c78eec5568c
scene_1_1_true_gain2_no_backtrack_balanced_00045,,,,8,12.915676,4.830843,7.127104,2.296261,2.296261,,0.171935,0.449242,32.783799,28.414486,26.471932,1.073382,0,0.0,0.0,0,2.613462,,,132.0,45.0,96.23172,44735e09c08e417a2b03656b7435c96897992c79,d5e8aa3401290c510148c6f1271b891f7f694765
scene_1_1_true_gain2_no_backtrack_balanced_00046,,,,9,17.134658,4.925324,7.127104,2.20178,2.20178,,0.078369,0.449242,40.759024,37.696249,36.278641,1.039076,0,0.0,0.0,0,5.1725,,,135.0,0.0,97.259537,1fea13a3927a8c29bb240c07e7dfc7a0083a97e6,efe8dd787c00faa1f36ae58085b166babb0c24d1
scene_1_1_true_gain2_no_backtrack_balanced_00047,,,,8,9.637798,4.726988,7.127104,2.400116,2.400116,,0.160681,0.449242,23.550969,18.513155,12.795309,1.446871,1,0.087855,0.087855,0,2.270838,,,72.0,45.0,96.23172,6f89fe7a373e807c5a6d05470ea678a7b57ab9be,8bb32a41a8644ece142621a75b92d55e3f7c949e
scene_1_1_true_gain2_no_backtrack_balanced_00048,,,,8,14.86154,4.964753,7.127104,2.162352,2.162352,,0.078369,0.449242,35.83458,32.695388,31.137953,1.050017,0,0.0,0.0,0,5.1725,,,135.0,0.0,97.259537,1764bc78f9bb1c2e688fa57e415c8b8ef3b7d6ed,1952006f1231d554c63214179b42034f98eccb08
scene_1_1_true_gain2_no_backtrack_balanced_00049,,,,9,17.307288,5.102928,7.127104,2.024176,2.024176,,0.071377,0.43212,40.763187,38.076034,36.732523,1.036576,0,0.0,0.0,0,5.192303,,,135.0,45.0,20.542647,b1cde55bdc381dd8ea584174db18600e816d62ae,9ac5b363fc6f1e22fdadd63bae82ac143a0887de
scene_1_1_true_gain2_no_backtrack_balanced_00050,,,,6,9.767497,5.102732,7.127104,2.024372,2.024372,,0.317183,0.448945,24.718947,20.273493,16.705926,1.213551,0,0.0,0.0,0,3.153523,,,195.0,45.0,90.0,fd59516a9b8ff42024d47200d6afd8a5f941a4e8,9ffeed181a69b1f0f42c7de365eda269e5c62189
scene_1_1_true_gain2_no_backtrack_balanced_00051,,,,9,8.345195,4.78191,7.127104,2.345194,2.345194,,0.098701,0.449242,22.432951,16.227672,11.008826,1.47406,1,0.073013,0.073013,0,1.716515,,,180.0,0.0,99.570974,5caaeec010983aead5ec5254a8c48bfec92f37a6,27d20610290dbfd5e423e324850c872a4187295a
scene_1_1_true_gain2_no_backtrack_balanced_00052,,,,8,17.425046,4.950139,7.127104,2.176965,2.176965,,0.088239,0.415002,41.481797,38.335102,37.004011,1.035972,0,0.0,0.0,0,9.766244,,,135.0,45.0,36.050419,176087bbcdc545564b86f3b2da6ec4a95cd1caf7,9e38883ac177efccccdce9cc133a28280ddc1c6a
scene_1_1_true_gain2_no_backtrack_balanced_00053,,,,9,17.448684,4.756499,7.127104,2.370605,2.370605,,0.078369,0.449242,40.514745,38.387104,37.003669,1.037386,0,0.0,0.0,0,5.1725,,,45.0,0.0,97.259537,6bf8d429364126db7f5c66c7ea56bf31f8c3a0f6,54bfd994ab9787589902105c2db07f7eb194516e
scene_1_1_true_gain2_no_backtrack_balanced_00054,,,,7,8.80222,4.777029,7.127104,2.350076,2.350076,,0.262514,0.4347,23.401244,18.562644,12.858181,1.443645,0,0.0,0.0,0,3.765,,,105.0,45.0,97.56467,5fa6368fae8e850ea905467f6770de2f86ad1efb,4fa68767dedad08d7acb225ee8c71296d471bc6f
scene_1_1_true_gain2_no_backtrack_balanced_00055,,,,7,13.306222,5.104793,7.127104,2.022311,2.022311,,0.12327,0.444459,31.565621,29.273687,26.936403,1.08677,0,0.0,0.0,0,5.649023,,,15.0,45.0,90.0,29c8cdde207c8a8c5b891e3f2d71cb657dc9fd52,61e65cc476c5f6a9d6f41f4f34a10bc776ee39f7
scene_1_1_true_gain2_no_backtrack_balanced_00056,,,,9,17.213756,4.465469,7.127104,2.661635,2.661635,,0.078369,0.449242,42.091273,37.870264,36.402724,1.040314,0,0.0,0.0,0,5.1725,,,195.0,45.0,97.259537,3bfed83e77a8cdc9c81fc25acaf32a2602df8b5a,5ff88d90c39eeb9ad8999f3311d7e3c784d009b6
scene_1_1_true_gain2_no_backtrack_balanced_00057,,,,8,10.728303,4.709578,7.127104,2.417527,2.417527,,0.153105,0.449242,26.365554,21.524767,17.432573,1.234744,0,0.0,0.0,0,1.716606,,,105.0,45.0,99.570974,93104e8e74a93a9bfe3061e2b9fc62a060bf7e11,4fa157d320f4b331fafd9ba5a94ff4410efb1cc4
scene_1_1_true_gain2_no_backtrack_balanced_00058,,,,7,9.888561,4.848581,7.127104,2.278523,2.278523,,0.332349,0.443816,22.622839,17.849834,12.857197,1.388315,1,0.062873,0.062873,0,2.270838,,,135.0,45.0,90.0,7f78bf0380ad3864d2beac0ed84b2f2eac6e25fe,3dbaad89fa79bfd8a7d1d5731fbfb229403473f4
scene_1_1_true_gain2_no_backtrack_balanced_00059,,,,9,9.845636,4.578236,7.127104,2.548868,2.548868,,0.171745,0.449242,27.228662,21.557706,15.967718,1.350081,1,0.050425,0.050425,0,2.613462,,,135.0,0.0,96.23172,d1cf639e4c3aa9a2a6ba0239898069826c8770c6,6ddf8ad21fc8825ee5231366ca9503cb489369ee
scene_1_1_true_gain2_no_backtrack_balanced_00060,,,,8,14.934392,4.994658,7.127104,2.132447,2.132447,,0.078369,0.449242,35.579556,32.855662,31.060974,1.057779,0,0.0,0.0,0,5.1725,,,90.0,0.0,97.259537,6e700dc765d1abaf7efa745ce9b5c01e0e0508c9,921cf51ac90ea0783d6f449626011afefd52a390
scene_1_1_true_gain2_no_backtrack_balanced_00061,,,,8,11.503712,4.574344,7.127104,2.552761,2.552761,,0.124523,0.4347,28.298334,22.295667,15.682778,1.421666,0,0.0,0.0,0,2.270838,,,315.0,45.0,90.0,e3397e6faae9232ccaf2d8b862ef5eb1367f8b0a,fb056a14d3b987b95481e26b723077c2a0aa43ce
scene_1_1_true_gain2_no_backtrack_balanced_00062,,,,6,9.798592,5.079428,7.127104,2.047677,2.047677,,0.304253,0.443325,24.24438,20.351903,17.248006,1.179957,1,0.062873,0.062873,0,5.32613,,,135.0,0.0,90.0,ccef15156bd04597350bcc814908437abb54f271,b3f3ce96720ca0d6e46bb6c6011347bfe37db275
scene_1_1_true_gain2_no_backtrack_balanced_00063,,,,7,10.731577,4.908191,7.127104,2.218914,2.218914,,0.25333,0.449242,26.152623,20.699731,16.513239,1.253523,1,0.048001,0.048001,0,5.323754,,,105.0,45.0,97.055393,cf42b5e59a199c6e0279b27fd561d05acf9c21bd,0b0c276d521066d887eae6c6eef2fec0abcfa992
scene_1_1_true_gain2_no_backtrack_balanced_00064,,,,8,11.129716,4.805217,7.127104,2.321887,2.321887,,0.153105,0.449242,27.273067,24.485376,21.44692,1.141673,0,0.0,0.0,0,1.716606,,,45.0,0.0,99.570974,f586c54d569be010d9ac2f47664fdd0e1edc96ae,d4ae7e4632f414a4c021de9f22add8b089295c4d
scene_1_1_true_gain2_no_backtrack_balanced_00065,,,,7,10.502571,5.111164,7.127104,2.015941,2.015941,,0.217708,0.449242,25.579917,23.105657,20.844112,1.108498,0,0.0,0.0,0,5.323754,,,45.0,0.0,97.055393,87de79c992c4743b255ad9d9c9f8cd859e2e5009,f278e0fd65de6bcc1aa6b3af5932ab96d73819ce
scene_1_1_true_gain2_no_backtrack_balanced_00066,,,,9,9.753944,4.634174,7.127104,2.49293,2.49293,,0.098701,0.449242,25.636689,20.253678,16.166909,1.252786,0,0.0,0.0,0,1.716606,,,105.0,45.0,99.570974,cb316fabf6f57c8b9060f045fcd7ef61ecc1456c,9464bab0a827ebdc275f0c6cefa90abe44a6d8de
scene_1_1_true_gain2_no_backtrack_balanced_00067,,,,7,10.831378,4.968912,7.127104,2.158192,2.158192,,0.260728,0.449242,27.388311,23.829031,21.067485,1.131081,0,0.0,0.0,0,1.716606,,,45.0,45.0,99.570974,2af0519bd7175d888621ee69b81295b6c5fdfc72,f4cb5b805d3b663b2dbf2b7deb67c824d790c7bf
scene_1_1_true_gain2_no_backtrack_balanced_00068,,,,9,10.982724,4.410664,7.127104,2.716441,2.716441,,0.171745,0.449242,30.126518,24.059299,20.728331,1.160696,0,0.0,0.0,0,1.59682,,,165.0,45.0,96.23172,964becd55a660de0ade1ce483cbadc6c64ae6240,7ed46b74cfc28203f4dd5ec1ebec66d9bafb64cc
scene_1_1_true_gain2_no_backtrack_balanced_00069,,,,7,13.37848,4.684179,7.127104,2.442925,2.442925,,0.377142,0.440794,32.921144,29.432655,26.501901,1.110587,0,0.0,0.0,0,6.52249,,,105.0,45.0,70.534241,b4a3cd921c151c9b90feab98be5e2b289a18927a,0dd44153281924895b3e73d8dd31213874649553
scene_1_1_true_gain2_no_backtrack_balanced_00070,,,,8,15.326985,4.614947,7.127104,2.512157,2.512157,,0.082858,0.449242,36.87137,33.719367,31.570214,1.068075,0,0.0,0.0,0,5.323754,,,90.0,0.0,97.055393,1c127769c916b8a12f030446877f61ecd86f5fe4,2c4b4967af21ea809829a5f5a4427a2d3be7529d
scene_1_1_true_gain2_no_backtrack_balanced_00071,,,,7,11.022378,5.105463,7.127104,2.021641,2.021641,,0.194616,0.449242,27.8264,24.249232,22.017652,1.101354,0,0.0,0.0,0,2.613462,,,72.0,45.0,96.23172,2825907220a15c785272bc2ea1cf6b53044dc98b,525cf577ee4f405da1a751703c25a38b77f28bfd
scene_1_1_true_gain2_no_backtrack_balanced_00072,,,,10,10.723118,4.300586,7.127104,2.826519,2.826519,,0.098701,0.449242,27.694139,19.1391,12.858181,1.488476,1,0.122896,0.122896,0,1.716515,,,225.0,45.0,99.570974,436989c88c5bc481df76e6387f38bbcc061905a6,7eda171bb7326664c6df34427b1d3c27abb5def1
scene_1_1_true_gain2_no_backtrack_balanced_00073,,,,7,8.227304,4.913906,7.127104,2.213199,2.213199,,0.143496,0.449242,22.518243,17.890329,12.857197,1.391464,0,0.0,0.0,0,1.716606,,,105.0,45.0,99.570974,5dfee40c7b6cc6716521ffdb757154c49039b9f4,13f15481e6ed2ad1b84c1a6a1bd1600fc5a682a6
scene_1_1_true_gain2_no_backtrack_balanced_00074,,,,10,12.828759,4.19061,7.127104,2.936494,2.936494,,0.098701,0.449242,31.555401,25.811512,21.029772,1.22738,1,0.038313,0.038313,0,1.716515,,,105.0,45.0,99.570974,db0bcdccc5a0e7d6cf4fa0715ee54696838d49cd,cb18a27025131fdcfad89f04e991282c2ac7a004
scene_1_1_true_gain2_no_backtrack_balanced_00075,,,,8,17.338069,5.054518,7.127104,2.072587,2.072587,,0.097538,0.406519,40.154851,38.143753,36.490536,1.045305,0,0.0,0.0,0,8.352721,,,90.0,0.0,36.050419,0829fb8f58e1d0db50bf7d26b5fcbc77a3d2ed50,c45842f60e9a0f45de7af4c80b5a80f0fc924d0f
scene_1_1_true_gain2_no_backtrack_balanced_00076,,,,6,10.747138,5.108331,7.127104,2.018774,2.018774,,0.342397,0.449242,26.657191,23.643703,21.4839,1.100531,0,0.0,0.0,0,5.323754,,,90.0,0.0,97.055393,621fedde52bbf6ace36118a01cb57fb5ebb09b1e,a9fd5d16d23d4b0fdf9cd75bc05aabe0318536c1
scene_1_1_true_gain2_no_backtrack_balanced_00077,,,,8,13.480443,4.567487,7.127104,2.559617,2.559617,,0.28195,0.449242,34.549131,29.656974,26.965856,1.099797,0,0.0,0.0,0,2.613462,,,192.0,45.0,96.23172,f95725034ebe431737009bf10eb402964cd34afe,74675aed237404aba38d3b31a394509af69fb492
scene_1_1_true_gain2_no_backtrack_balanced_00078,,,,9,13.492096,4.601686,7.127104,2.525418,2.525418,,0.155744,0.449242,34.589966,29.579916,26.165468,1.130494,0,0.0,0.0,0,2.613462,,,135.0,45.0,96.23172,71542020ec95e1999cf55ec390a889c0bdaf1a91,2b487706576dfd1c60e4ff191ceec4f65637384c
