trajectory_id,num_keyframes,duration_sec,start_raw_score,end_raw_score,endpoint_node_id,endpoint_dataset_id,endpoint_sample_index,endpoint_point_index,path_xyz_length,net_xyz_distance,max_xyz_step,mean_xyz_step,total_yaw_change,max_yaw_step,total_pitch_change,max_pitch_step,max_abs_score_step,physical_path_signature
scene_1_1_traj_01899,80,15.8,7.127104,4.764869,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8126|55,scene_1.1_y04_medium_dense_y04_4p39,8126,55,21.181412,21.181412,0.26812,0.268119,180.0,2.278482,0.0,0.0,0.092635,f6c227086c972c8ed453d2f51c6724fb0de1615f
scene_1_1_traj_01900,80,15.8,7.127104,3.400912,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4896|13,scene_1.1_y03_medium_dense_y03_3p13,4896,13,20.728941,20.728941,0.262392,0.262392,45.0,0.569621,45.0,0.569621,0.146123,255e78788ce2ec0ab5fc08d1805103994ab317a1
scene_1_1_traj_01901,80,15.8,7.127104,5.728101,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3478|54,scene_1.1_y02_medium_dense_y02_1p86,3478,54,26.135113,26.135113,0.330825,0.330824,90.0,1.139241,0.0,0.0,0.054862,ed506c4bf146d1c9a2b308cc90a9eba730894749
scene_1_1_traj_01902,80,15.8,7.127104,4.830843,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3949|75,scene_1.1_y02_medium_dense_y02_1p86,3949,75,26.471932,26.471932,0.335088,0.335088,15.0,0.189874,45.0,0.569621,0.090048,b55ecda2f6165d208488f00bbe0e1db0331846d8
scene_1_1_traj_01903,80,15.8,7.127104,4.746282,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5524|42,scene_1.1_y03_medium_dense_y03_3p13,5524,42,20.814245,20.814245,0.263472,0.263471,90.0,1.139241,0.0,0.0,0.093364,95231bebb1a9ee854e9ced2da34def40d50dcd6f
scene_1_1_traj_01904,80,15.8,7.127104,3.279775,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4444|97,scene_1.1_y02_medium_dense_y02_1p86,4444,97,22.017652,22.017652,0.278705,0.278704,135.0,1.708861,90.0,1.139241,0.150873,68804cb360029a97b22954fe7f33f1f403709eab
scene_1_1_traj_01905,80,15.8,7.127104,2.813885,scene_1|scene_1.1_y01_medium_dense_y01_0p60|276|13,scene_1.1_y01_medium_dense_y01_0p60,276,13,20.728331,20.728331,0.262384,0.262384,45.0,0.569621,45.0,0.569621,0.169143,641630030e8b37b4e55f080147193c0f9a2ddf0c
scene_1_1_traj_01906,80,15.8,7.127104,4.274482,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2588|13,scene_1.1_y02_medium_dense_y02_1p86,2588,13,20.69,20.69,0.261899,0.261899,165.0,2.088608,45.0,0.569621,0.111866,46e0e47de07e5bbb47350fc406358f590b752cb0
scene_1_1_traj_01907,80,15.8,7.127104,5.520916,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8101|54,scene_1.1_y04_medium_dense_y04_4p39,8101,54,26.257285,26.257285,0.332371,0.332371,45.0,0.569621,0.0,0.0,0.062987,4ec713925ec980540de7d8d65ddff064d4d15d88
scene_1_1_traj_01908,80,15.8,7.127104,3.43168,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9205|104,scene_1.1_y04_medium_dense_y04_4p39,9205,104,17.432573,17.432573,0.220667,0.220665,135.0,1.708861,45.0,0.569621,0.144916,593c2a452c8580d37e8b8fd4f26213cdb0f16448
scene_1_1_traj_01909,80,15.8,7.127104,4.15723,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9211|104,scene_1.1_y04_medium_dense_y04_4p39,9211,104,17.432573,17.432573,0.220667,0.220665,135.0,1.708861,45.0,0.569621,0.116464,fe22b8d08002aae572aa84ff72cbc4635d43617c
scene_1_1_traj_01910,80,15.8,7.127104,3.464718,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2611|14,scene_1.1_y02_medium_dense_y02_1p86,2611,14,15.5175,15.5175,0.196425,0.196424,135.0,1.708861,45.0,0.569621,0.143621,af3dd253c5ccdb41142c8ff256ccaa1d63be597e
scene_1_1_traj_01911,80,15.8,7.127104,2.998394,scene_1|scene_1.1_y01_medium_dense_y01_0p60|260|12,scene_1.1_y01_medium_dense_y01_0p60,260,12,25.893175,25.893175,0.327762,0.327762,45.0,0.569621,45.0,0.569621,0.161907,228c7abe2a124ecdc568396fe8f7347429f81ab1
scene_1_1_traj_01912,80,15.8,7.127104,5.100064,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2113|97,scene_1.1_y01_medium_dense_y01_0p60,2113,97,22.053675,22.053675,0.279161,0.27916,135.0,1.708861,0.0,0.0,0.07949,c77612a4ab17f568aa66021908a1381fd99aee8c
scene_1_1_traj_01913,80,15.8,7.127104,2.697945,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8315|63,scene_1.1_y04_medium_dense_y04_4p39,8315,63,21.181412,21.181412,0.26812,0.268119,135.0,1.708861,90.0,1.139241,0.17369,f63a4b9fbc6863973e963a6a480d09db5f06315a
scene_1_1_traj_01914,80,15.8,7.127104,3.430409,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8316|63,scene_1.1_y04_medium_dense_y04_4p39,8316,63,21.181412,21.181412,0.26812,0.268119,135.0,1.708861,90.0,1.139241,0.144966,b4803c8fef5da78b689b2ba8d3481d69cdb5b1e2
scene_1_1_traj_01915,80,15.8,7.127104,5.625367,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4425|97,scene_1.1_y02_medium_dense_y02_1p86,4425,97,22.017652,22.017652,0.278705,0.278704,45.0,0.569621,0.0,0.0,0.05889,2e93266e859546bf3f56f5ae22c48c444f8984a8
scene_1_1_traj_01916,80,15.8,7.127104,5.013915,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5797|54,scene_1.1_y03_medium_dense_y03_3p13,5797,54,26.165952,26.165952,0.331215,0.331215,15.0,0.189874,45.0,0.569621,0.082869,9dff01432cf0b8880399c9402deb9dfa6453c43e
scene_1_1_traj_01917,80,15.8,7.127104,4.234364,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1177|54,scene_1.1_y01_medium_dense_y01_0p60,1177,54,26.165468,26.165468,0.331209,0.331208,15.0,0.189874,45.0,0.569621,0.113439,3ce75737e2e416fe35d34934d7ae1deb8980e853
scene_1_1_traj_01918,80,15.8,7.127104,5.720848,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9091|99,scene_1.1_y04_medium_dense_y04_4p39,9091,99,13.043037,13.043037,0.165103,0.165102,45.0,0.569621,0.0,0.0,0.055146,d7e92c6cf8c314e2206d90240234c3f19fa5872a
scene_1_1_traj_01919,80,15.8,7.127104,4.358867,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9040|96,scene_1.1_y04_medium_dense_y04_4p39,9040,96,27.054957,27.054957,0.342469,0.342468,165.0,2.088608,45.0,0.569621,0.108556,cc0bf8431b3b281c7dcab959725655d9de97a05c
scene_1_1_traj_01920,80,15.8,7.127104,3.785552,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7227|14,scene_1.1_y04_medium_dense_y04_4p39,7227,14,15.722395,15.722395,0.199019,0.199018,15.0,0.189874,45.0,0.569621,0.131039,61c50a19cb7d989bf8c86cd5eb068cf0082272a2
scene_1_1_traj_01921,80,15.8,7.127104,4.034435,scene_1|scene_1.1_y01_medium_dense_y01_0p60|406|19,scene_1.1_y01_medium_dense_y01_0p60,406,19,10.42145,10.42145,0.131918,0.131917,75.0,0.949368,45.0,0.569621,0.121279,9a5bb8f8e2b5c39411d91098dc5223e98b8d0dc8
scene_1_1_traj_01922,80,15.8,7.127104,3.221375,scene_1|scene_1.1_y01_medium_dense_y01_0p60|412|19,scene_1.1_y01_medium_dense_y01_0p60,412,19,10.42145,10.42145,0.131918,0.131917,75.0,0.949368,45.0,0.569621,0.153163,212d9cdbf254866469599acbe3938c26b5bd1d59
scene_1_1_traj_01923,80,15.8,7.127104,4.628321,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4863|12,scene_1.1_y03_medium_dense_y03_3p13,4863,12,25.893663,25.893663,0.327768,0.327768,135.0,1.708861,0.0,0.0,0.09799,de53253409b50f319b782a77e302abac33d5c47c
scene_1_1_traj_01924,80,15.8,7.127104,4.714599,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6774|98,scene_1.1_y03_medium_dense_y03_3p13,6774,98,17.294699,17.294699,0.218921,0.21892,165.0,2.088608,45.0,0.569621,0.094606,7ad298c4bfe8b7c0ffe60df9c6bcba0f71ad1c76
scene_1_1_traj_01925,80,15.8,7.127104,3.27287,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4418|96,scene_1.1_y02_medium_dense_y02_1p86,4418,96,26.936403,26.936403,0.340968,0.340967,45.0,0.569621,45.0,0.569621,0.151144,3318ec9306343fd11744826b662adbc7538a8eec
scene_1_1_traj_01926,80,15.8,7.127104,4.280116,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2148|98,scene_1.1_y01_medium_dense_y01_0p60,2148,98,17.293967,17.293967,0.218912,0.218911,165.0,2.088608,45.0,0.569621,0.111645,9020be2c6edd3145f3e1791393741421a44a8bf8
scene_1_1_traj_01927,80,15.8,7.127104,4.118887,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2143|98,scene_1.1_y01_medium_dense_y01_0p60,2143,98,17.293967,17.293967,0.218912,0.218911,135.0,1.708861,45.0,0.569621,0.117967,537ef57116edd240a4a50ee74d3284c19092a06c
scene_1_1_traj_01928,80,15.8,7.127104,4.464775,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7383|21,scene_1.1_y04_medium_dense_y04_4p39,7383,21,20.844112,20.844112,0.26385,0.26385,105.0,1.329114,45.0,0.569621,0.104403,db9c7828a8242917f0517fba4b36650652e93a20
scene_1_1_traj_01929,80,15.8,7.127104,4.295984,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7389|21,scene_1.1_y04_medium_dense_y04_4p39,7389,21,20.844112,20.844112,0.26385,0.26385,105.0,1.329114,45.0,0.569621,0.111022,5208ef574a3ba107a6227b9b05f9d39be02f5e54
scene_1_1_traj_01930,80,15.8,7.127104,4.442006,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7256|15,scene_1.1_y04_medium_dense_y04_4p39,7256,15,10.649879,10.649879,0.134809,0.134809,45.0,0.569621,45.0,0.569621,0.105296,70a8a0265450bf953e4823214a4ed98793ad11ca
scene_1_1_traj_01931,80,15.8,7.127104,3.755244,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2265|103,scene_1.1_y01_medium_dense_y01_0p60,2265,103,12.857197,12.857197,0.16275,0.162749,135.0,1.708861,90.0,1.139241,0.132228,cd6ff69f506a0ececcbc71aa9f34a1143f8c6e8a
scene_1_1_traj_01932,80,15.8,7.127104,2.893098,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2266|103,scene_1.1_y01_medium_dense_y01_0p60,2266,103,12.857197,12.857197,0.16275,0.162749,135.0,1.708861,90.0,1.139241,0.166037,65d09596b6df41afde979ac6c1f47a45bb61d523
scene_1_1_traj_01933,80,15.8,7.127104,5.303076,scene_1|scene_1.1_y01_medium_dense_y01_0p60|272|13,scene_1.1_y01_medium_dense_y01_0p60,272,13,20.728331,20.728331,0.262384,0.262384,180.0,2.278482,0.0,0.0,0.071529,ca8b09d06411edd5d3892e8669a8fa3e69fb730c
scene_1_1_traj_01934,80,15.8,7.127104,3.022093,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7347|19,scene_1.1_y04_medium_dense_y04_4p39,7347,19,10.649879,10.649879,0.134809,0.134809,135.0,1.708861,90.0,1.139241,0.160978,1435f66a2a112812d2ba8a09ceac6e5810c1a66c
scene_1_1_traj_01935,80,15.8,7.127104,3.660104,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7348|19,scene_1.1_y04_medium_dense_y04_4p39,7348,19,10.649879,10.649879,0.134809,0.134809,135.0,1.708861,90.0,1.139241,0.135958,96a5efa1273941509caba34d343493a33f1ba71b
scene_1_1_traj_01936,80,15.8,7.127104,2.558473,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7215|13,scene_1.1_y04_medium_dense_y04_4p39,7215,13,20.844112,20.844112,0.26385,0.26385,135.0,1.708861,90.0,1.139241,0.179159,6e7915ec82efd93156872b0181b2c39df2fc5d74
scene_1_1_traj_01937,80,15.8,7.127104,3.716941,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2589|13,scene_1.1_y02_medium_dense_y02_1p86,2589,13,20.69,20.69,0.261899,0.261899,135.0,1.708861,45.0,0.569621,0.13373,b973b2a44376ea146f1211c719d157e8d4510493
scene_1_1_traj_01938,80,15.8,7.127104,3.766212,scene_1|scene_1.1_y01_medium_dense_y01_0p60|253|12,scene_1.1_y01_medium_dense_y01_0p60,253,12,25.893175,25.893175,0.327762,0.327762,15.0,0.189874,45.0,0.569621,0.131797,01d24d350306ebb5cee08d80a16446376621ea88
scene_1_1_traj_01939,80,15.8,7.127104,5.480388,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1633|75,scene_1.1_y01_medium_dense_y01_0p60,1633,75,26.501901,26.501901,0.335468,0.335467,45.0,0.569621,0.0,0.0,0.064576,64b2ef64d79c39663cb62b6d58e9f43bcbf2c6f8
scene_1_1_traj_01940,80,15.8,7.127104,3.488288,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4895|13,scene_1.1_y03_medium_dense_y03_3p13,4895,13,20.728941,20.728941,0.262392,0.262392,15.0,0.189874,45.0,0.569621,0.142696,c6ee579567b2034ae2f52409bf09649c14c5ef52
scene_1_1_traj_01941,80,15.8,7.127104,3.955331,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3492|54,scene_1.1_y02_medium_dense_y02_1p86,3492,54,26.135113,26.135113,0.330825,0.330824,75.0,0.949368,45.0,0.569621,0.124381,f188ab510883b774314150668bc251efc81e02ce
scene_1_1_traj_01942,80,15.8,7.127104,3.634839,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9029|96,scene_1.1_y04_medium_dense_y04_4p39,9029,96,27.054957,27.054957,0.342469,0.342468,135.0,1.708861,45.0,0.569621,0.136949,05fd2f028632b63a59c7a7c7fac8d8ec6b74e638
scene_1_1_traj_01943,80,15.8,7.127104,3.3501,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4487|99,scene_1.1_y02_medium_dense_y02_1p86,4487,99,12.795309,12.795309,0.161967,0.161966,135.0,1.708861,90.0,1.139241,0.148115,91a8c56b32e15482c6a58e5ba6e9dd91457a2a39
scene_1_1_traj_01944,80,15.8,7.127104,4.738049,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4878|12,scene_1.1_y03_medium_dense_y03_3p13,4878,12,25.893663,25.893663,0.327768,0.327768,75.0,0.949368,45.0,0.569621,0.093687,0547082d2da1e76ffff3e3f1f678144c222d3c90
scene_1_1_traj_01945,80,15.8,7.127104,3.442379,scene_1|scene_1.1_y01_medium_dense_y01_0p60|258|12,scene_1.1_y01_medium_dense_y01_0p60,258,12,25.893175,25.893175,0.327762,0.327762,75.0,0.949368,45.0,0.569621,0.144497,d66f160d93bef786346c6e9d7f6be0e01affc431
scene_1_1_traj_01946,80,15.8,7.127104,3.973205,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8572|75,scene_1.1_y04_medium_dense_y04_4p39,8572,75,26.592557,26.592557,0.336615,0.336615,165.0,2.088608,45.0,0.569621,0.12368,bcd100e782f2b6544747b9aaf2d124c99c106239
scene_1_1_traj_01947,80,15.8,7.127104,3.090078,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4417|96,scene_1.1_y02_medium_dense_y02_1p86,4417,96,26.936403,26.936403,0.340968,0.340967,15.0,0.189874,45.0,0.569621,0.158312,57edb6bed5dde2b463a7fe27f1f95ae10cc07a2e
scene_1_1_traj_01948,80,15.8,7.127104,2.762462,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5829|55,scene_1.1_y03_medium_dense_y03_3p13,5829,55,21.068085,21.068085,0.266685,0.266685,135.0,1.708861,90.0,1.139241,0.17116,adbfb0a2d6ba17a67c9dc6a6d81a68515dec1560
scene_1_1_traj_01949,80,15.8,7.127104,4.438709,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8286|62,scene_1.1_y04_medium_dense_y04_4p39,8286,62,16.166909,16.166909,0.204645,0.204644,165.0,2.088608,45.0,0.569621,0.105425,6b741841f70bac89ce9fac105033fad6f0385dda
scene_1_1_traj_01950,80,15.8,7.127104,4.683122,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8292|62,scene_1.1_y04_medium_dense_y04_4p39,8292,62,16.166909,16.166909,0.204645,0.204644,165.0,2.088608,45.0,0.569621,0.095841,a8d2fe3e3a7fcaef6b13bf2c47ef1ab12531805e
scene_1_1_traj_01951,80,15.8,7.127104,4.071756,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7381|21,scene_1.1_y04_medium_dense_y04_4p39,7381,21,20.844112,20.844112,0.26385,0.26385,15.0,0.189874,45.0,0.569621,0.119815,29b164df520d0cacb65465a0de92753d3e9ca41e
scene_1_1_traj_01952,80,15.8,7.127104,3.950846,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7387|21,scene_1.1_y04_medium_dense_y04_4p39,7387,21,20.844112,20.844112,0.26385,0.26385,15.0,0.189874,45.0,0.569621,0.124557,398b275b5805b42a90f1f039c8065c1bc81fad9a
scene_1_1_traj_01953,80,15.8,7.127104,3.338665,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2591|13,scene_1.1_y02_medium_dense_y02_1p86,2591,13,20.69,20.69,0.261899,0.261899,15.0,0.189874,45.0,0.569621,0.148564,2629e113847b0b2d413da082fa69d70c3ae0652d
scene_1_1_traj_01954,80,15.8,7.127104,4.268508,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2174|99,scene_1.1_y01_medium_dense_y01_0p60,2174,99,12.857197,12.857197,0.16275,0.162749,45.0,0.569621,45.0,0.569621,0.1121,59e1afb98d4505a3037d3ecaeb254e64406de856
scene_1_1_traj_01955,80,15.8,7.127104,3.292609,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2149|98,scene_1.1_y01_medium_dense_y01_0p60,2149,98,17.293967,17.293967,0.218912,0.218911,135.0,1.708861,45.0,0.569621,0.15037,9b6fd62f54093bdfa7891689f637b92b8e1ba618
scene_1_1_traj_01956,80,15.8,7.127104,2.60702,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3695|63,scene_1.1_y02_medium_dense_y02_1p86,3695,63,21.029772,21.029772,0.2662,0.2662,135.0,1.708861,90.0,1.139241,0.177255,b04b0cf9d01b0840bc09504487ca51443a1e1570
scene_1_1_traj_01957,80,15.8,7.127104,3.893542,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3696|63,scene_1.1_y02_medium_dense_y02_1p86,3696,63,21.029772,21.029772,0.2662,0.2662,135.0,1.708861,90.0,1.139241,0.126804,a71b477da783439f4fde1a2b9133df5c044a484f
scene_1_1_traj_01958,80,15.8,7.127104,3.336692,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4420|96,scene_1.1_y02_medium_dense_y02_1p86,4420,96,26.936403,26.936403,0.340968,0.340967,165.0,2.088608,45.0,0.569621,0.148641,efa3387312e34026a9e9849f0597e65417a31e44
scene_1_1_traj_01959,80,15.8,7.127104,5.726689,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9048|97,scene_1.1_y04_medium_dense_y04_4p39,9048,97,22.162534,22.162534,0.280539,0.280538,90.0,1.139241,0.0,0.0,0.054917,63cdee1c74450bb6aae570074a114b81a3c9f6f5
scene_1_1_traj_01960,80,15.8,7.127104,5.061837,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7638|33,scene_1.1_y04_medium_dense_y04_4p39,7638,33,26.054052,26.054052,0.329799,0.329798,0.0,0.0,0.0,0.0,0.080989,5949ca9cdfe34f9a554dfa2348af2186b5f3a993
scene_1_1_traj_01961,80,15.8,7.127104,3.107477,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5081|21,scene_1.1_y03_medium_dense_y03_3p13,5081,21,20.728941,20.728941,0.262392,0.262392,135.0,1.708861,90.0,1.139241,0.15763,1268b11e4955df4923784c667437ae58f44b87c5
scene_1_1_traj_01962,80,15.8,7.127104,3.060489,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5082|21,scene_1.1_y03_medium_dense_y03_3p13,5082,21,20.728941,20.728941,0.262392,0.262392,135.0,1.708861,90.0,1.139241,0.159472,460b14a2c3ecf1322fd86eae0024bbe27e7e9f92
scene_1_1_traj_01963,80,15.8,7.127104,3.666723,scene_1|scene_1.1_y01_medium_dense_y01_0p60|461|21,scene_1.1_y01_medium_dense_y01_0p60,461,21,20.728331,20.728331,0.262384,0.262384,135.0,1.708861,90.0,1.139241,0.135699,1d9a81a24d6fe567e6f5fe9a2f9041d84ae473da
scene_1_1_traj_01964,80,15.8,7.127104,3.012787,scene_1|scene_1.1_y01_medium_dense_y01_0p60|462|21,scene_1.1_y01_medium_dense_y01_0p60,462,21,20.728331,20.728331,0.262384,0.262384,135.0,1.708861,90.0,1.139241,0.161343,02a3f2840d7a9d0f236e735c51e74f4cf448269b
scene_1_1_traj_01965,80,15.8,7.127104,4.071037,scene_1|scene_1.1_y01_medium_dense_y01_0p60|277|13,scene_1.1_y01_medium_dense_y01_0p60,277,13,20.728331,20.728331,0.262384,0.262384,105.0,1.329114,45.0,0.569621,0.119844,ca6ea0dfd1951f1a09e8c2e4e87cfa78868402e1
scene_1_1_traj_01966,80,15.8,7.127104,4.436992,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8116|54,scene_1.1_y04_medium_dense_y04_4p39,8116,54,26.257285,26.257285,0.332371,0.332371,165.0,2.088608,45.0,0.569621,0.105493,16640eb5db6844653900282370cc0fd12254c1d1
scene_1_1_traj_01967,80,15.8,7.127104,4.069899,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4123|83,scene_1.1_y02_medium_dense_y02_1p86,4123,83,16.513239,16.513239,0.209029,0.209028,135.0,1.708861,45.0,0.569621,0.119888,f6d3209e8be7f7ae78e4691f331548165bc819e6
scene_1_1_traj_01968,80,15.8,7.127104,3.156114,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4129|83,scene_1.1_y02_medium_dense_y02_1p86,4129,83,16.513239,16.513239,0.209029,0.209028,135.0,1.708861,45.0,0.569621,0.155722,e126bfc37611722589e9df511340047c8a42ced1
scene_1_1_traj_01969,80,15.8,7.127104,4.969082,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8573|75,scene_1.1_y04_medium_dense_y04_4p39,8573,75,26.592557,26.592557,0.336615,0.336615,135.0,1.708861,45.0,0.569621,0.084627,014dc5ec46673872c2a7e5876904a8da449b2e98
scene_1_1_traj_01970,80,15.8,7.127104,5.649051,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3481|54,scene_1.1_y02_medium_dense_y02_1p86,3481,54,26.135113,26.135113,0.330825,0.330824,45.0,0.569621,0.0,0.0,0.057962,bd34e8c696db7131ae940ec097a9cf79927a0625
scene_1_1_traj_01971,80,15.8,7.127104,3.073039,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5059|20,scene_1.1_y03_medium_dense_y03_3p13,5059,20,15.569384,15.569384,0.197082,0.197081,135.0,1.708861,90.0,1.139241,0.15898,cb99228f5679531c545e502e6428ccf81bbfb173
scene_1_1_traj_01972,80,15.8,7.127104,3.154481,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5060|20,scene_1.1_y03_medium_dense_y03_3p13,5060,20,15.569384,15.569384,0.197082,0.197081,135.0,1.708861,90.0,1.139241,0.155786,43fc313e7efccee4a41a07f986e113ba1f474ddc
scene_1_1_traj_01973,80,15.8,7.127104,4.11989,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7189|12,scene_1.1_y04_medium_dense_y04_4p39,7189,12,25.985954,25.985954,0.328937,0.328936,15.0,0.189874,45.0,0.569621,0.117928,4f850f55bce82809d75e1536a4566aa14a82d7d2
scene_1_1_traj_01974,80,15.8,7.127104,3.343879,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6725|96,scene_1.1_y03_medium_dense_y03_3p13,6725,96,26.966325,26.966325,0.341347,0.341346,135.0,1.708861,45.0,0.569621,0.148359,3866d2e6c777ceb8de10b7b2db7b829746e6aa73
scene_1_1_traj_01975,80,15.8,7.127104,5.574826,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7201|13,scene_1.1_y04_medium_dense_y04_4p39,7201,13,20.844112,20.844112,0.26385,0.26385,135.0,1.708861,0.0,0.0,0.060872,8ec6cd849c1c17ced16826b177dc028723aba60b
scene_1_1_traj_01976,80,15.8,7.127104,3.044763,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5412|36,scene_1.1_y03_medium_dense_y03_3p13,5412,36,10.591305,10.591305,0.134068,0.134067,135.0,1.708861,90.0,1.139241,0.160089,c87f32a4ac08cb7183b7b3b133b69e0fe85d4a19
scene_1_1_traj_01977,80,15.8,7.127104,3.165638,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4926|14,scene_1.1_y03_medium_dense_y03_3p13,4926,14,15.569384,15.569384,0.197082,0.197081,165.0,2.088608,45.0,0.569621,0.155349,63c57ba85a24bd9d6788144ef98de284bad43e3b
scene_1_1_traj_01978,80,15.8,7.127104,5.688013,scene_1|scene_1.1_y01_medium_dense_y01_0p60|268|13,scene_1.1_y01_medium_dense_y01_0p60,268,13,20.728331,20.728331,0.262384,0.262384,0.0,0.0,0.0,0.0,0.056434,8a3f7f64a59750c8ac3b2c02678e976617be794d
scene_1_1_traj_01979,80,15.8,7.127104,3.626943,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5342|33,scene_1.1_y03_medium_dense_y03_3p13,5342,33,25.962003,25.962003,0.328634,0.328633,45.0,0.569621,45.0,0.569621,0.137259,3ad3a18da94e1d8a703355f620cd8ac59ec2b40d
scene_1_1_traj_01980,80,15.8,7.127104,4.172843,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9033|96,scene_1.1_y04_medium_dense_y04_4p39,9033,96,27.054957,27.054957,0.342469,0.342468,105.0,1.329114,45.0,0.569621,0.115851,052ee0e7d62467e2cd572b9c92b28fefdf727eb3
scene_1_1_traj_01981,80,15.8,7.127104,2.912393,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2595|13,scene_1.1_y02_medium_dense_y02_1p86,2595,13,20.69,20.69,0.261899,0.261899,135.0,1.708861,90.0,1.139241,0.16528,842a3867867b9fc1df47137e40d518d2dbdcb2e0
scene_1_1_traj_01982,80,15.8,7.127104,5.152321,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6715|96,scene_1.1_y03_medium_dense_y03_3p13,6715,96,26.966325,26.966325,0.341347,0.341346,45.0,0.569621,0.0,0.0,0.077441,84f71aae6fb478576932ed0b696e4c83836bd59a
scene_1_1_traj_01983,80,15.8,7.127104,3.841658,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6262|75,scene_1.1_y03_medium_dense_y03_3p13,6262,75,26.502378,26.502378,0.335474,0.335473,165.0,2.088608,45.0,0.569621,0.128839,6abac6fc2e15ef90528edd90f100a375d6bd492a
scene_1_1_traj_01984,80,15.8,7.127104,4.109592,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6268|75,scene_1.1_y03_medium_dense_y03_3p13,6268,75,26.502378,26.502378,0.335474,0.335473,165.0,2.088608,45.0,0.569621,0.118332,ea2e999189bb0f5fed0e7276fcde3851ea158e53
