trajectory_id,max_mid_nearest_legal_xyz_dist,mean_mid_nearest_legal_xyz_dist,p95_mid_nearest_legal_xyz_dist,max_any_nearest_legal_xyz_dist,mid_keyframe_frac_gt_0.5m,mid_keyframe_frac_gt_1m,mid_keyframe_frac_gt_1.5m,mid_keyframe_frac_gt_2m,mid_keyframe_frac_gt_2.5m,risk_label
scene_1_1_traj_02138,2.6560192352161054,1.5053249696952127,2.5041155647137003,2.6560192352161054,0.9487179487179487,0.7435897435897436,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_02139,2.6560192352161054,1.5053249696952127,2.5041155647137003,2.6560192352161054,0.9487179487179487,0.7435897435897436,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_02140,2.616772268916431,1.4558087951662704,2.5075190627455846,2.616772268916431,0.9230769230769231,0.6923076923076923,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_02141,2.717368613823684,1.3935222916476475,2.5884673249482835,2.717368613823684,0.8205128205128205,0.6410256410256411,0.46153846153846156,0.28205128205128205,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02142,2.717368613823684,1.3935222916476475,2.5884673249482835,2.717368613823684,0.8205128205128205,0.6410256410256411,0.46153846153846156,0.28205128205128205,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02143,2.7221196960227614,1.4683568814868588,2.6305444035101115,2.7221196960227614,0.8974358974358975,0.6666666666666666,0.48717948717948717,0.28205128205128205,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02144,2.7220452823988897,1.46737976962011,2.6298895743335766,2.7220452823988897,0.8974358974358975,0.6666666666666666,0.48717948717948717,0.28205128205128205,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02145,2.556749627717397,1.385238894375386,2.5046871171160934,2.556749627717397,0.8974358974358975,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02146,2.722045282398889,1.4673797696201096,2.629889574333576,2.722045282398889,0.8974358974358975,0.6666666666666666,0.48717948717948717,0.28205128205128205,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02147,2.7490765758041458,1.4655437605452988,2.621363355321075,2.7490765758041458,0.8974358974358975,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02148,2.6025761276039647,1.5222216237001878,2.5258368598381957,2.6025761276039647,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02149,2.602498295855167,1.521369152653163,2.5251548705985982,2.602498295855167,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02150,2.602498295855167,1.5213691526531623,2.5251548705985982,2.602498295855167,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02151,2.602498295855167,1.5213691526531623,2.5251548705985982,2.602498295855167,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02152,2.556749627717397,1.385238894375386,2.5046871171160934,2.556749627717397,0.8974358974358975,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02153,2.5566988726078104,1.384238581106691,2.503570030011007,2.5566988726078104,0.8974358974358975,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02154,2.5566988726078104,1.384238581106691,2.503570030011007,2.5566988726078104,0.8974358974358975,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_02155,2.7490765758041458,1.4655437605452988,2.621363355321075,2.7490765758041458,0.8974358974358975,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_02156,2.633319993119911,1.4552187975161937,2.4844921435245513,2.633319993119911,0.9487179487179487,0.717948717948718,0.46153846153846156,0.2564102564102564,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_02157,2.5887017007706876,1.4575727297594125,2.5260085255654214,2.5887017007706876,0.9230769230769231,0.717948717948718,0.46153846153846156,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
