index,timestamp_sec,x,y,z,yaw,pitch,fov
1,1204.561000,88.657193007,15.572098844,-310.196623768,-1.785205998,-0.279151466,160.000000000
2,1213.024000,89.320459867,8.203314380,-309.493450136,-1.455205995,-0.260999989,160.000000000
3,1216.111000,97.784948558,8.188953685,-310.098724927,-1.455205995,-0.260999989,160.000000000
4,1217.880000,103.048494499,7.627808793,-310.488217496,-1.521205995,-0.062999988,160.000000000
5,1218.757000,107.160250308,7.368105707,-310.692288140,-1.521205995,-0.062999988,160.000000000
6,1219.945000,113.578387957,6.962024519,-311.236103827,-1.521205995,-0.062999988,160.000000000
7,1220.769000,117.764902962,6.697599559,-311.443884846,-1.521205995,-0.062999988,160.000000000
8,1221.518000,121.951417967,6.433174599,-311.651665866,-1.521205995,-0.062999988,160.000000000
9,1222.201000,125.539859401,6.206524633,-311.829763883,-1.521205995,-0.062999988,160.000000000
10,1222.725000,127.259320921,6.097921524,-311.915102517,-1.521205995,-0.062999988,160.000000000
11,1223.499000,129.801133603,5.937377799,-312.041255279,-1.521205995,-0.062999988,160.000000000
12,1224.424000,132.716742267,5.753224702,-312.185959918,-1.521205995,-0.062999988,160.000000000
13,1225.081000,133.763371018,5.687118462,-312.237905173,-1.521205995,-0.062999988,160.000000000
14,1229.834000,133.763371018,14.462118810,-312.237905173,-0.621205987,0.027000013,160.000000000
15,1230.730000,133.763371018,16.637118897,-312.237905173,-0.621205987,0.027000013,160.000000000
16,1237.089000,135.248636008,16.228271680,-313.353372023,0.050794018,-0.290999989,160.000000000
17,1238.654000,134.950144052,16.502084592,-318.453465481,0.059794018,-0.023999987,160.000000000
18,1239.188000,134.667866943,16.388695534,-323.168663178,0.059794018,-0.023999987,160.000000000
19,1239.639000,134.608883693,16.244709429,-329.174143330,0.059794018,-0.023999987,160.000000000
20,1240.295000,136.011375096,16.086324713,-335.868016339,0.059794018,-0.023999987,160.000000000
21,1240.671000,135.760462111,15.985534440,-340.059303182,0.059794018,-0.023999987,160.000000000
22,1241.035000,135.514029714,15.886543993,-344.175745616,0.059794018,-0.023999987,160.000000000
23,1241.517000,135.464743234,15.866745903,-344.999034103,0.059794018,-0.023999987,160.000000000
24,1242.431000,135.370650865,15.828949550,-346.570766669,0.059794018,-0.023999987,160.000000000
25,1248.220000,135.013352933,2.105327390,-349.593357123,1.436794030,-0.209999989,160.000000000
26,1250.730000,132.620796636,2.382676691,-349.669950566,1.538794031,-0.071999988,160.000000000
27,1251.460000,129.630101265,2.841863322,-349.765692369,1.538794031,-0.071999988,160.000000000
28,1252.090000,123.947780061,2.431817870,-349.947601797,1.538794031,-0.071999988,160.000000000
29,1252.696000,121.555223764,2.859167177,-350.024195240,1.538794031,-0.071999988,160.000000000
30,1253.336000,116.097204713,3.290307763,-350.198924032,1.538794031,-0.071999988,160.000000000
31,1253.806000,114.228020106,3.305424396,-350.258762659,1.538794031,-0.071999988,160.000000000
32,1254.345000,111.984998578,3.143564350,-350.330569012,1.538794031,-0.071999988,160.000000000
33,1255.016000,109.218605360,2.943936958,-350.419130180,1.538794031,-0.071999988,160.000000000
34,1255.623000,106.676514295,2.760495572,-350.500510714,1.538794031,-0.071999988,160.000000000
35,1256.231000,104.134423230,2.577054186,-350.581891247,1.538794031,-0.071999988,160.000000000
36,1256.804000,101.741866933,2.404403469,-350.658484690,1.538794031,-0.071999988,160.000000000
37,1257.340000,99.498845405,2.242543422,-350.730291043,1.538794031,-0.071999988,160.000000000
38,1261.070000,98.751171563,6.313590237,-350.754226494,1.667794032,0.135000014,160.000000000
39,1261.482000,98.751171563,7.963590303,-350.754226494,1.667794032,0.135000014,160.000000000
40,1261.937000,98.751171563,9.688590371,-350.754226494,1.667794032,0.135000014,160.000000000
41,1262.413000,98.751171563,10.438590401,-350.754226494,1.667794032,0.135000014,160.000000000
42,1262.840000,98.751171563,11.863590458,-350.754226494,1.667794032,0.135000014,160.000000000
43,1263.305000,98.751171563,13.738590532,-350.754226494,1.667794032,0.135000014,160.000000000
44,1263.776000,98.751171563,15.388590598,-350.754226494,1.667794032,0.135000014,160.000000000
45,1264.203000,98.751171563,16.588590645,-350.754226494,1.667794032,0.135000014,160.000000000
46,1264.720000,98.751171563,18.013590702,-350.754226494,1.667794032,0.135000014,160.000000000
47,1265.268000,98.751171563,18.688590729,-350.754226494,1.667794032,0.135000014,160.000000000
48,1266.555000,98.751171563,19.288590753,-350.754226494,1.667794032,0.135000014,160.000000000
49,1276.537000,98.469358799,18.466484763,-344.140827260,3.104794045,-0.125999988,160.000000000
50,1277.665000,98.378746901,18.067386662,-340.187593391,3.122794045,-0.089999988,160.000000000
51,1278.253000,97.665955256,17.885382618,-338.183833685,3.122794045,-0.089999988,160.000000000
52,1278.851000,97.626640266,17.696637682,-336.092702404,3.122794045,-0.089999988,160.000000000
53,1279.401000,97.560647248,17.379815827,-332.582589184,3.122794045,-0.089999988,160.000000000
54,1279.758000,97.524140472,17.204552673,-330.640824424,3.122794045,-0.089999988,160.000000000
55,1280.243000,97.434277639,16.773135678,-325.861095783,3.122794045,-0.089999988,160.000000000
56,1280.678000,97.406195503,16.638317867,-324.367430583,3.122794045,-0.089999988,160.000000000
57,1281.080000,97.380921581,16.516981838,-323.023131902,3.122794045,-0.089999988,160.000000000
58,1281.628000,97.302291602,16.139491967,-318.840869342,3.122794045,-0.089999988,160.000000000
59,1282.020000,97.254551972,15.910301689,-316.301638501,3.122794045,-0.089999988,160.000000000
60,1282.250000,97.239106797,15.836151893,-315.480122641,3.122794045,-0.089999988,160.000000000
61,1306.406000,88.931019011,17.183031885,-314.402165360,4.646794058,-0.134999988,160.000000000
62,1306.858000,92.342276766,16.718695334,-314.178082695,4.646794058,-0.134999988,160.000000000
63,1307.978000,97.128367557,16.561294241,-313.936495114,4.664794058,-0.008999987,160.000000000
64,1308.348000,98.926256448,16.545094483,-313.850860060,4.664794058,-0.008999987,160.000000000
65,1308.645000,102.222386081,16.515394925,-313.693862462,4.664794058,-0.008999987,160.000000000
66,1308.984000,107.016756455,16.472195569,-313.465502319,4.664794058,-0.008999987,160.000000000
67,1309.414000,108.925240101,16.455320820,-314.125449850,4.664794058,-0.008999987,160.000000000
68,1309.756000,113.195226216,16.416846394,-313.922066598,4.664794058,-0.008999987,160.000000000
69,1310.092000,117.689948442,16.376346997,-313.707978964,4.664794058,-0.008999987,160.000000000
70,1310.398000,122.184670669,16.335847600,-313.493891330,4.664794058,-0.008999987,160.000000000
71,1310.729000,126.979041044,16.292648244,-313.265531188,4.664794058,-0.008999987,160.000000000
72,1311.053000,129.301314194,16.271723556,-313.154919244,4.664794058,-0.008999987,160.000000000
73,1311.636000,133.271652161,16.235949089,-312.965808500,4.664794058,-0.008999987,160.000000000
74,1312.088000,134.020772532,16.229199190,-312.930127228,4.664794058,-0.008999987,160.000000000
75,1315.262000,131.196712862,15.939629132,-316.025420035,7.022794079,-0.068999988,160.000000000
76,1315.587000,127.565779000,15.567324772,-320.005082216,7.022794079,-0.068999988,160.000000000
77,1315.955000,124.741719330,15.277754714,-323.100375024,7.022794079,-0.068999988,160.000000000
78,1316.453000,123.299837767,15.163995048,-324.013083373,7.022794079,-0.068999988,160.000000000
79,1316.798000,121.333081926,14.962330187,-326.168733721,7.022794079,-0.068999988,160.000000000
80,1317.141000,117.420824909,14.652076553,-328.676320099,7.022794079,-0.068999988,160.000000000
81,1317.545000,112.983016856,14.197037891,-333.540351653,7.022794079,-0.068999988,160.000000000
82,1317.881000,109.150364447,13.804049955,-337.741106177,7.022794079,-0.068999988,160.000000000
83,1318.323000,106.225445503,13.504138110,-340.946945156,7.022794079,-0.068999988,160.000000000
84,1319.346000,103.754393291,13.250764309,-343.655326363,7.022794079,-0.068999988,160.000000000
85,1319.734000,103.098808011,13.183542689,-344.373876479,7.022794079,-0.068999988,160.000000000
86,1320.199000,101.989355997,13.069783023,-345.589884367,7.022794079,-0.068999988,160.000000000
87,1320.807000,100.526896525,12.919827100,-347.192803857,7.022794079,-0.068999988,160.000000000
88,1321.047000,100.526896525,12.919827100,-347.192803857,7.022794079,-0.068999988,160.000000000
