trajectory_id,source_trajectory_id,target_anchor_rank,keyframe_count,duration_sec,start_score,end_score,score_gain,min_real_score_step,max_real_score_step,route_objective,path_xyz_length,net_xyz_distance,path_to_net_ratio,target_distance_increase_step_count,target_distance_total_increase,planning_target_distance_total_increase,near_revisit_pair_count,minimum_nonadjacent_distance,total_yaw_change,total_pitch_change,max_control_turn_deg,physical_geometry_signature,real_node_path_signature
scene_1_3_true_gain2_distance10_01532,scene_1_3_true_gain2_no_backtrack_balanced_01532,1,9,17.978838,4.572392,6.702875,2.130484,0.056004,0.449628,45.190472,39.553443,27.425307,1.442224,0,0.0,0.0,0,5.665797,121.5,0.0,95.694382,95fd1a15bb5bac183a475efd3e76b041bf1180a5,b2e5a1fb4388a65b8fd6f3aefc4881d9d2ddae08
scene_1_3_true_gain2_distance10_01533,scene_1_3_true_gain2_no_backtrack_balanced_01533,1,9,18.056407,4.572392,6.702875,2.130484,0.062185,0.449628,45.191051,39.724096,27.425307,1.448447,0,0.0,0.0,0,6.198504,94.5,0.0,95.694382,c5361d5cd9a03f21e24f6559935128a1ac719630,07600cc5812d2fd32adc2ea0af96e3f4fc598812
scene_1_3_true_gain2_distance10_01534,scene_1_3_true_gain2_no_backtrack_balanced_01534,1,9,18.041012,4.572392,6.702875,2.130484,0.081663,0.449628,45.19201,39.690227,27.425307,1.447212,0,0.0,0.0,0,6.63113,94.5,0.0,95.694382,4eb7102765576e63f3863fb9c27a70930d0ec1c7,53e1f86f1e788ff079fccbcab099354a3c5f26fb
scene_1_3_true_gain2_distance10_01535,scene_1_3_true_gain2_no_backtrack_balanced_01535,1,9,18.071155,4.572392,6.702875,2.130484,0.138874,0.341733,45.192119,39.75654,27.425307,1.44963,0,0.0,0.0,0,6.63113,121.5,0.0,90.0,6e0238fce66b6fbb5cdf49b783ee54be9850cdb5,44a729efc279761fc5e4b0254df3255b0481ac2a
scene_1_3_true_gain2_distance10_01536,scene_1_3_true_gain2_no_backtrack_balanced_01536,1,10,17.707091,4.572392,6.702875,2.130484,0.055116,0.341733,45.192304,38.889013,27.425307,1.417997,1,0.244605,0.244605,0,4.941922,166.5,0.0,90.0,1dfa34185efaaf1e126194a3181c334e1ec25c36,caed9fe8d3fdb0f80beda1cc30621b0ad405d7db
scene_1_3_true_gain2_distance10_01537,scene_1_3_true_gain2_no_backtrack_balanced_01537,1,9,18.023496,4.572392,6.702875,2.130484,0.118509,0.395643,45.192585,39.651691,27.425307,1.445807,0,0.0,0.0,0,5.131975,139.5,20.0,90.0,9d1d3ddd1e44f66124b46cf8faab37ffae996392,26d2924eabde250a2968d92cd4da3cb087cac4b7
scene_1_3_true_gain2_distance10_01538,scene_1_3_true_gain2_no_backtrack_balanced_01538,1,10,17.650274,4.572392,6.702875,2.130484,0.076895,0.449628,45.192623,38.830603,27.425307,1.415868,0,0.0,0.0,0,3.060664,130.5,0.0,90.0,36fd5a72a75a1d1ce0f6c18ba4bc4410655459e4,d8fec5ebd47b54ce003d2186da058b0ca48cce19
scene_1_3_true_gain2_distance10_01539,scene_1_3_true_gain2_no_backtrack_balanced_01539,1,10,17.77281,4.572392,6.702875,2.130484,0.068554,0.443924,45.192634,38.896094,27.425307,1.418256,0,0.0,0.0,0,3.086925,139.5,0.0,90.0,eb73f80d83f8b89560e8399fcc606aa81e5690c0,d0253242185af8d640bf20a4acbb1cf758c0e964
scene_1_3_true_gain2_distance10_01540,scene_1_3_true_gain2_no_backtrack_balanced_01540,1,10,17.754304,4.572392,6.702875,2.130484,0.082214,0.419231,45.194124,38.855381,27.425307,1.416771,0,0.0,0.0,0,2.772582,139.5,0.0,90.0,2cbd6d85bba6698962e6fb4c8693d7183d6b4d9d,c267b630d143bb6774753dcb8895e0a8cffa8bbd
scene_1_3_true_gain2_distance10_01541,scene_1_3_true_gain2_no_backtrack_balanced_01541,1,9,17.949364,4.572392,6.702875,2.130484,0.08008,0.449628,45.194125,39.488601,27.425307,1.43986,0,0.0,0.0,0,5.389869,105.5,0.0,94.524639,a379751bdd6ac08f1d016c1ba74c791bf6e4c825,0e49fdeb893b996c146dc13e5b9320d77b3d9c70
